id_fatt_studio,n_fat,data_fat,nota_acr,cliente,t_iva,t_pagamento,note,id_banca,n_conf
168,304,"08/12/16 00:00:00",0,88,4,2,"Riferimento doc. giustificativo 2016/00084
Controllato da ICEA - IT BIO 006 - operatore controllato H2701. 
Conforme al Reg. CE 834/07 e CE 889/08

Scadenza Ri.Ba: 16/09/2016",2,
169,306,"08/18/16 00:00:00",0,1,4,2,"Vs ordine: 1230/2 del 12/08/2016

Riferimento doc. giustificativo 2016/00084
Controllato da ICEA - IT BIO 006 - operatore controllato H2701. 
Conforme al Reg. CE 834/07 e CE 889/08

Scadenza Ri.Ba: 16/09/2016",2,
159,264,"07/18/16 00:00:00",0,439,4,14,"Riferimento doc. giustificativo 2016/00084
Controllato da ICEA - IT BIO 006 - operatore controllato H2701. 
Conforme al Reg. CE 834/07 e CE 889/08

Scadenza: 31/08/2016",,
165,271,"08/02/16 00:00:00",0,11,4,2,"Riferimento doc. giustificativo 2016/00084
Controllato da ICEA - IT BIO 006 - operatore controllato H2701. 
Conforme al Reg. CE 834/07 e CE 889/08

Scadenza Ri.Ba: 30/08/2016",2,
170,307,"08/22/16 00:00:00",0,11,4,2,"Riferimento doc. giustificativo 2016/00084
Controllato da ICEA - IT BIO 006 - operatore controllato H2701. 
Conforme al Reg. CE 834/07 e CE 889/08

Scadenza Ri.Ba: 22/09/2016",2,
171,308,"08/29/16 00:00:00",0,37,4,2,"Riferimento doc. giustificativo 2016/00084
Controllato da ICEA - IT BIO 006 - operatore controllato H2701. 
Conforme al Reg. CE 834/07 e CE 889/08

Scadenza Ri.Ba: 29/09/2016",2,
173,310,"08/30/16 00:00:00",0,11,4,2,"Riferimento doc. giustificativo 2016/00084
Controllato da ICEA - IT BIO 006 - operatore controllato H2701. 
Conforme al Reg. CE 834/07 e CE 889/08

Scadenza Ri.Ba: 29/09/2016",2,
174,312,"09/06/16 00:00:00",0,11,4,2,"Riferimento doc. giustificativo 2016/00084
Controllato da ICEA - IT BIO 006 - operatore controllato H2701. 
Conforme al Reg. CE 834/07 e CE 889/08

Scadenza Ri.Ba: 05/10/2016",2,
175,313,"09/08/16 00:00:00",0,364,4,2,"Riferimento doc. giustificativo 2016/00084
Controllato da ICEA - IT BIO 006 - operatore controllato H2701. 
Conforme al Reg. CE 834/07 e CE 889/08

Scadenza Ri.Ba: 10/10/2016",2,
176,314,"09/13/16 00:00:00",0,436,4,2,"Riferimento doc. giustificativo 2016/00084
Controllato da ICEA - IT BIO 006 - operatore controllato H2701. 
Conforme al Reg. CE 834/07 e CE 889/08

Scadenza Ri.Ba: 14/10/2016",2,
428,86,"03/29/18 00:00:00",0,557,3,13,"Riferimento doc. giustificativo 2016/00084
Controllato da ICEA - IT BIO 006 - operatore controllato H2701. 
Conforme al Reg. CE 834/07 e CE 889/08

rid al ddt nr: 651/CC del 28/03/2018

SCADENZA RIBA: 30/04/2018",2,
430,88,"04/05/18 00:00:00",0,1,4,2,"Riferimento doc. giustificativo 2016/00084
Controllato da ICEA - IT BIO 006 - operatore controllato H2701. 
Conforme al Reg. CE 834/07 e CE 889/08

SCADENZA RIBA: 02/05/2018",2,
432,90,"04/05/18 00:00:00",0,1,4,2,"Riferimento doc. giustificativo 2016/00084
Controllato da ICEA - IT BIO 006 - operatore controllato H2701. 
Conforme al Reg. CE 834/07 e CE 889/08

SCADENZA RIBA: 04/05/2018",2,
434,113,"04/12/18 00:00:00",0,534,,15,"Riferimento doc. giustificativo 2016/00084
Controllato da ICEA - IT BIO 006 - operatore controllato H2701. 
Conforme al Reg. CE 834/07 e CE 889/08

non imponibile art 41 D.L 331/93",2,
435,115,"04/13/18 00:00:00",0,1,4,2,"scadenza RIBA: 10/05/2018",2,
436,116,"04/16/18 00:00:00",0,1,4,2,"Riferimento doc. giustificativo 2016/00084
Controllato da ICEA - IT BIO 006 - operatore controllato H2701. 
Conforme al Reg. CE 834/07 e CE 889/08

SCADENZA RIBA: 11/05/2018",2,
437,117,"04/17/18 00:00:00",0,1,4,2,"Riferimento doc. giustificativo 2016/00084
Controllato da ICEA - IT BIO 006 - operatore controllato H2701. 
Conforme al Reg. CE 834/07 e CE 889/08

SCADENZA RIBA: 15/05/2018",2,
438,118,"04/18/18 00:00:00",0,557,3,13,"Riferimento doc. giustificativo 2016/00084
Controllato da ICEA - IT BIO 006 - operatore controllato H2701. 
Conforme al Reg. CE 834/07 e CE 889/08

SCADENZA RIBA: 31/05/2018

rif.al DDT nr 807/CC del 17/04/2018",2,
586,372,"10/15/18 00:00:00",0,1,4,2,"Riferimento doc. giustificativo 2016/00084
Controllato da ICEA -  BIO 006 - operatore controllato H2701. 
Conforme al Reg. CE 834/07 e CE 889/08

SCADENZA RIBA: 09/11/2018",2,
587,373,"10/15/18 00:00:00",0,512,3,3,"Riferimento doc. giustificativo 2016/00084
Controllato da ICEA -  BIO 006 - operatore controllato H2701. 
Conforme al Reg. CE 834/07 e CE 889/08",2,
431,89,"04/05/18 00:00:00",0,563,4,13,"Riferimento doc. giustificativo 2016/00084
Controllato da ICEA - IT BIO 006 - operatore controllato H2701. 
Conforme al Reg. CE 834/07 e CE 889/08

SCADENZA RIBA: 31/05/2018",2,
442,122,"04/20/18 00:00:00",0,1,4,2,"Riferimento doc. giustificativo 2016/00084
Controllato da ICEA - IT BIO 006 - operatore controllato H2701. 
Conforme al Reg. CE 834/07 e CE 889/08

SCADENZA RIBA: 18/05/2018",2,
443,123,"04/20/18 00:00:00",0,526,,3,"non imponibile art, 41 d.l. 331/93",2,
444,124,"04/20/18 00:00:00",0,513,3,2,"Riferimento doc. giustificativo 2016/00084
Controllato da ICEA - IT BIO 006 - operatore controllato H2701. 
Conforme al Reg. CE 834/07 e CE 889/08

SCADENZA RIBA: 21/05/2018",2,
445,125,"04/24/18 00:00:00",0,71,4,1,"Riferimento doc. giustificativo 2016/00084
Controllato da ICEA - IT BIO 006 - operatore controllato H2701. 
Conforme al Reg. CE 834/07 e CE 889/08

Nr. Lotto: 180579
Bollo Cee: FR 62.767.030 CE

SCADENZA FATTURA : 24/05/2018",2,
446,126,"04/26/18 00:00:00",0,1,4,2,"Riferimento doc. giustificativo 2016/00084
Controllato da ICEA - IT BIO 006 - operatore controllato H2701. 
Conforme al Reg. CE 834/07 e CE 889/08

scadenza riba: 23/05/2018",2,
448,128,"04/27/18 00:00:00",0,1,4,2,"SCADENZA RIBA 25/05/2018",2,
449,129,"04/27/18 00:00:00",0,1,4,2,"Riferimento doc. giustificativo 2016/00084
Controllato da ICEA - IT BIO 006 - operatore controllato H2701. 
Conforme al Reg. CE 834/07 e CE 889/08

scadenza riba: 25/05/2018",2,
606,393,"11/06/18 00:00:00",0,71,4,1,"Riferimento doc. giustificativo 2016/00084
Controllato da ICEA -  BIO 006 - operatore controllato H2701. 
Conforme al Reg. CE 834/07 e CE 889/08

NR LOTTO: 18M0088; 18M0094, BOLLO CEE: FR 71 448 003 CE

scadenza fattura 06/12/2018",2,
617,426,"11/15/18 00:00:00",0,1,4,2,"RIF. ORDINE NR 1801/2 DEL 09/11/2018

SCADENZA RIBA: 13/12/2018",2,
303,232,"07/05/17 00:00:00",0,1,4,2,"Riferimento doc. giustificativo 2016/00084
Controllato da ICEA - IT BIO 006 - operatore controllato H2701. 
Conforme al Reg. CE 834/07 e CE 889/08


SCADENZA RIBA: 04/08/2017",2,
312,268,"07/20/17 00:00:00",0,1,4,2,"Riferimento doc. giustificativo 2016/00084
Controllato da ICEA - IT BIO 006 - operatore controllato H2701. 
Conforme al Reg. CE 834/07 e CE 889/08

scandenza riba: 18/08/2017",2,
50,243,"09/10/15 00:00:00",0,11,4,15,"Riferimento doc. giustificativo 2013/00093
Controllato da ICEA - IT BIO 006 - operatore controllato H2701. 
Conforme al Reg. CE 834/07 e CE 889/08",,
53,247,"09/22/15 00:00:00",0,11,4,3,"Riferimento doc. giustificativo 2013/00093
Controllato da ICEA - IT BIO 006 - operatore controllato H2701. 
Conforme al Reg. CE 834/07 e CE 889/08",,
54,248,"09/23/15 00:00:00",0,79,3,3,"Riferimento doc. giustificativo 2013/00093
Controllato da ICEA - IT BIO 006 - operatore controllato H2701. 
Conforme al Reg. CE 834/07 e CE 889/08",,
56,250,"09/25/15 00:00:00",0,63,4,3,"Riferimento doc. giustificativo 2015/00491
Controllato da ICEA - IT BIO 006 - operatore controllato H2701. 
Conforme al Reg. CE 834/07 e CE 889/08",,
57,252,"09/28/15 00:00:00",0,11,4,3,"Riferimento doc. giustificativo 2015/00491
Controllato da ICEA - IT BIO 006 - operatore controllato H2701. 
Conforme al Reg. CE 834/07 e CE 889/08",,
59,254,"09/30/15 00:00:00",0,51,4,2,"Riferimento doc. giustificativo 2015/00491
Controllato da ICEA - IT BIO 006 - operatore controllato H2701. 
Conforme al Reg. CE 834/07 e CE 889/08

SCADENZA RIBA. 30/10/2015",,
60,256,"10/06/15 00:00:00",0,149,4,2,"Riferimento doc. giustificativo 2015/00491
Controllato da ICEA - IT BIO 006 - operatore controllato H2701. 
Conforme al Reg. CE 834/07 e CE 889/08

SCADENZA RIBA. 06/11/2015",,
61,257,"10/07/15 00:00:00",0,62,4,2,"Riferimento doc. giustificativo 2015/00491
Controllato da ICEA - IT BIO 006 - operatore controllato H2701. 
Conforme al Reg. CE 834/07 e CE 889/08

SCADENZA RIBA. 06/11/2015",,
172,309,"08/29/16 00:00:00",0,93,4,2,"Riferimento doc. giustificativo 2016/00084
Controllato da ICEA - IT BIO 006 - operatore controllato H2701. 
Conforme al Reg. CE 834/07 e CE 889/08

Scadenza Ri.Ba: 29/09/2016",2,
177,315,"09/13/16 00:00:00",0,1,4,2,"Riferimento doc. giustificativo 2016/00084
Controllato da ICEA - IT BIO 006 - operatore controllato H2701. 
Conforme al Reg. CE 834/07 e CE 889/08

Scadenza Ri.Ba: 12/10/2016",2,
179,338,"09/19/16 00:00:00",0,37,4,2,"Riferimento doc. giustificativo 2016/00084
Controllato da ICEA - IT BIO 006 - operatore controllato H2701. 
Conforme al Reg. CE 834/07 e CE 889/08

Scadenza Ri.Ba: 19/10/2016",2,
180,339,"09/20/16 00:00:00",0,11,4,2,"Riferimento doc. giustificativo 2016/00084
Controllato da ICEA - IT BIO 006 - operatore controllato H2701. 
Conforme al Reg. CE 834/07 e CE 889/08

Scadenza Ri.Ba: 19/10/2016",2,
181,340,"09/22/16 00:00:00",0,1,4,2,"Riferimento doc. giustificativo 2016/00084
Controllato da ICEA - IT BIO 006 - operatore controllato H2701. 
Conforme al Reg. CE 834/07 e CE 889/08

Scadenza Ri.Ba: 19/10/2016",2,
182,342,"09/23/16 00:00:00",0,37,4,2,"Riferimento doc. giustificativo 2016/00084
Controllato da ICEA - IT BIO 006 - operatore controllato H2701. 
Conforme al Reg. CE 834/07 e CE 889/08

Scadenza Ri.Ba: 24/10/2016",2,
183,343,"09/26/16 00:00:00",0,11,4,2,"Riferimento doc. giustificativo 2016/00084
Controllato da ICEA - IT BIO 006 - operatore controllato H2701. 
Conforme al Reg. CE 834/07 e CE 889/08

Scadenza Ri.Ba: 26/10/2016",2,
185,347,"09/28/16 00:00:00",0,1,4,2,"Riferimento doc. giustificativo 2016/00084
Controllato da ICEA - IT BIO 006 - operatore controllato H2701. 
Conforme al Reg. CE 834/07 e CE 889/08

Scadenza Ri.Ba: 26/10/2016",2,
51,251,"09/25/15 00:00:00",0,80,4,1,"Riferimento doc. giustificativo 2015/00491
Controllato da ICEA - IT BIO 006 - operatore controllato H2701. 
Conforme al Reg. CE 834/07 e CE 889/08

rif.DDT nr 82029 del 07/09/2015

BONIFICO BANCARIO - VALUTA FISSA 09/10/2015",,
52,246,"09/22/15 00:00:00",0,436,4,2,"Riferimento doc. giustificativo 2013/00093
Controllato da ICEA - IT BIO 006 - operatore controllato H2701. 
Conforme al Reg. CE 834/07 e CE 889/08

scadenza riba : 22/10/2015",,
62,258,"10/09/15 00:00:00",0,436,4,2,"Riferimento doc. giustificativo 2015/00491
Controllato da ICEA - IT BIO 006 - operatore controllato H2701. 
Conforme al Reg. CE 834/07 e CE 889/08

SCADENZA RIBA. 09/11/2015",,
64,280,"10/14/15 00:00:00",0,62,4,15,"Riferimento doc. giustificativo 2015/00491
Controllato da ICEA - IT BIO 006 - operatore controllato H2701. 
Conforme al Reg. CE 834/07 e CE 889/08",,
65,281,"10/15/15 00:00:00",0,66,4,2,"Riferimento doc. giustificativo 2015/00491
Controllato da ICEA - IT BIO 006 - operatore controllato H2701. 
Conforme al Reg. CE 834/07 e CE 889/08

SCADENZA RIBA 13/11/2015",,
67,283,"10/15/15 00:00:00",0,80,4,1,"Riferimento doc. giustificativo 2015/00491
Controllato da ICEA - IT BIO 006 - operatore controllato H2701. 
Conforme al Reg. CE 834/07 e CE 889/08

BONIFICO BANCARIO 30 GIORNI NETTO DATA FATTURA",,
68,285,"10/20/15 00:00:00",0,63,4,15,"Riferimento doc. giustificativo 2015/00491
Controllato da ICEA - IT BIO 006 - operatore controllato H2701. 
Conforme al Reg. CE 834/07 e CE 889/08",,
69,286,"10/21/15 00:00:00",0,62,4,15,"Riferimento doc. giustificativo 2015/00491
Controllato da ICEA - IT BIO 006 - operatore controllato H2701. 
Conforme al Reg. CE 834/07 e CE 889/08",,
441,121,"04/19/18 00:00:00",0,564,4,13,"SCADENZA RIBA: 31/05/2018",2,
440,120,"04/19/18 00:00:00",0,1,4,2,"

SCADENZA RIBA: 17/05/2018",2,
439,119,"04/19/18 00:00:00",0,1,4,2,"

SCADENZA RIBA: 16/05/2018",2,
447,127,"04/26/18 00:00:00",0,1,4,2,"SCADENZA RIBA 23/05/2018",2,
451,131,"05/03/18 00:00:00",0,1,4,2,"scadenza riba : 30/05/2018",2,
453,133,"05/04/18 00:00:00",0,1,4,2,"scadenza riba: 01/06/2018",2,
454,134,"05/04/18 00:00:00",0,1,4,2,"Riferimento doc. giustificativo 2016/00084
Controllato da ICEA - IT BIO 006 - operatore controllato H2701. 
Conforme al Reg. CE 834/07 e CE 889/08

scadenza riba: 01/06/2018",2,
456,136,"05/04/18 00:00:00",0,557,3,13,"Riferimento doc. giustificativo 2016/00084
Controllato da ICEA - IT BIO 006 - operatore controllato H2701. 
Conforme al Reg. CE 834/07 e CE 889/08

scadenza riba: 29/06/2018

DDT NR 938/CC DEL 03/05/2018",2,
625,434,"11/27/18 00:00:00",0,1,4,2,"Riferimento doc. giustificativo 2016/00084
Controllato da ICEA -  BIO 006 - operatore controllato H2701. 
Conforme al Reg. CE 834/07 e CE 889/08

SCADENZA RIBA: 21/12/2018",2,
626,435,"11/27/18 00:00:00",0,512,3,3,"Riferimento doc. giustificativo 2016/00084
Controllato da ICEA -  BIO 006 - operatore controllato H2701. 
Conforme al Reg. CE 834/07 e CE 889/08",2,
178,316,"09/13/16 00:00:00",0,11,4,2,"Riferimento doc. giustificativo 2016/00084
Controllato da ICEA - IT BIO 006 - operatore controllato H2701. 
Conforme al Reg. CE 834/07 e CE 889/08

Scadenza Ri.Ba: 12/10/2016",2,
186,348,"10/04/16 00:00:00",0,11,4,2,"Riferimento doc. giustificativo 2016/00084
Controllato da ICEA - IT BIO 006 - operatore controllato H2701. 
Conforme al Reg. CE 834/07 e CE 889/08

Scadenza Ri.Ba: 03/11/2016",2,
187,350,"10/06/16 00:00:00",0,80,4,1,"Riferimento doc. giustificativo 2016/00084
Controllato da ICEA - IT BIO 006 - operatore controllato H2701. 
Conforme al Reg. CE 834/07 e CE 889/08

BONIFICO BANCARIO 30 GIORNI NETTO DATA FATTURA",2,
190,352,"10/07/16 00:00:00",0,71,4,1,"Riferimento doc. giustificativo 2016/00084
Controllato da ICEA - IT BIO 006 - operatore controllato H2701. 
Conforme al Reg. CE 834/07 e CE 889/08

BONIFICO BANCARIO 30 GIORNI NETTO DATA FATTURA",2,
191,354,"10/11/16 00:00:00",0,11,4,2,"Riferimento doc. giustificativo 2016/00084
Controllato da ICEA - IT BIO 006 - operatore controllato H2701. 
Conforme al Reg. CE 834/07 e CE 889/08

Scadenza Ri.Ba: 10/11/2016",2,
192,377,"10/13/16 00:00:00",0,149,4,2,"Riferimento doc. giustificativo 2016/00084
Controllato da ICEA - IT BIO 006 - operatore controllato H2701. 
Conforme al Reg. CE 834/07 e CE 889/08

Scadenza Ri.Ba: 14/11/2016",2,
193,378,"10/14/16 00:00:00",0,263,3,3,"Riferimento doc. giustificativo 2016/00084
Controllato da ICEA - IT BIO 006 - operatore controllato H2701. 
Conforme al Reg. CE 834/07 e CE 889/08",2,
195,380,"10/17/16 00:00:00",0,11,4,2,"Riferimento doc. giustificativo 2016/00084
Controllato da ICEA - IT BIO 006 - operatore controllato H2701. 
Conforme al Reg. CE 834/07 e CE 889/08

Scadenza Ri.Ba: 17/11/2016",2,
313,269,"07/20/17 00:00:00",0,1,4,2,"Riferimento doc. giustificativo 2016/00084
Controllato da ICEA - IT BIO 006 - operatore controllato H2701. 
Conforme al Reg. CE 834/07 e CE 889/08

scandenza riba: 21/08/2017",2,
314,270,"07/25/17 00:00:00",0,450,3,2,"Riferimento doc. giustificativo 2016/00084
Controllato da ICEA - IT BIO 006 - operatore controllato H2701. 
Conforme al Reg. CE 834/07 e CE 889/08

scandenza riba: 25/08/2017",2,
318,274,"07/31/17 00:00:00",0,1,4,2,"Riferimento doc. giustificativo 2016/00084
Controllato da ICEA - IT BIO 006 - operatore controllato H2701. 
Conforme al Reg. CE 834/07 e CE 889/08
ordine nr 1010/2 del 28/07/2017

scadenza RIBA: 01/09/2017",2,
320,276,"08/03/17 00:00:00",0,1,4,2,"Riferimento doc. giustificativo 2016/00084
Controllato da ICEA - IT BIO 006 - operatore controllato H2701. 
Conforme al Reg. CE 834/07 e CE 889/08

ordine nr 1002/2 del 28/07/2017

SCADENZA RIBA: 01/09/2017",2,
321,278,"08/04/17 00:00:00",0,1,4,2,"Riferimento doc. giustificativo 2016/00084
Controllato da ICEA - IT BIO 006 - operatore controllato H2701. 
Conforme al Reg. CE 834/07 e CE 889/08
ordine nr 1010/2 del 28/07/2017

scadenza RIBA: 04/09/2017",2,
322,303,"08/08/17 00:00:00",0,450,3,2,"Riferimento doc. giustificativo 2016/00084
Controllato da ICEA - IT BIO 006 - operatore controllato H2701. 
Conforme al Reg. CE 834/07 e CE 889/08

scadenza RIBA: 08/09/2017",2,
325,306,"08/10/17 00:00:00",0,513,4,2,"Riferimento doc. giustificativo 2016/00084
Controllato da ICEA - IT BIO 006 - operatore controllato H2701. 
Conforme al Reg. CE 834/07 e CE 889/08

scadenza RIBA: 11/09/2017",2,
327,309,"08/16/17 00:00:00",0,1,4,2,"Riferimento doc. giustificativo 2016/00084
Controllato da ICEA - IT BIO 006 - operatore controllato H2701. 
Conforme al Reg. CE 834/07 e CE 889/08

scadenza RIBA: 14/09/2017",2,
315,271,"07/25/17 00:00:00",0,1,4,2,"Riferimento doc. giustificativo 2016/00084
Controllato da ICEA - IT BIO 006 - operatore controllato H2701. 
Conforme al Reg. CE 834/07 e CE 889/08

ordine nr 983/2 del 17/07/2017

scandenza riba: 24/08/2017",2,
319,275,"08/01/17 00:00:00",0,263,3,3,"Riferimento doc. giustificativo 2016/00084
Controllato da ICEA - IT BIO 006 - operatore controllato H2701. 
Conforme al Reg. CE 834/07 e CE 889/08",2,
323,304,"08/08/17 00:00:00",0,66,4,2,"Riferimento doc. giustificativo 2016/00084
Controllato da ICEA - IT BIO 006 - operatore controllato H2701. 
Conforme al Reg. CE 834/07 e CE 889/08

scadenza RIBA: 08/09/2017",2,
326,308,"08/11/17 00:00:00",0,1,4,2,"Riferimento doc. giustificativo 2016/00084
Controllato da ICEA - IT BIO 006 - operatore controllato H2701. 
Conforme al Reg. CE 834/07 e CE 889/08

scadenza RIBA: 11/09/2017",2,
329,311,"08/22/17 00:00:00",0,1,4,2,"Riferimento doc. giustificativo 2016/00084
Controllato da ICEA - IT BIO 006 - operatore controllato H2701. 
Conforme al Reg. CE 834/07 e CE 889/08

ordine nr 1085/2 del 21/08/2017

scadenza RIBA: 21/09/2017",2,
330,312,"08/23/17 00:00:00",0,66,4,2,"Riferimento doc. giustificativo 2016/00084
Controllato da ICEA - IT BIO 006 - operatore controllato H2701. 
Conforme al Reg. CE 834/07 e CE 889/08

scadenza riba: 22/09/2017",2,
331,313,"08/24/17 00:00:00",0,549,3,2,"Riferimento doc. giustificativo 2016/00084
Controllato da ICEA - IT BIO 006 - operatore controllato H2701. 
Conforme al Reg. CE 834/07 e CE 889/08

Scadenza Riba: 25/09/2017",2,
332,314,"08/24/17 00:00:00",0,1,4,2,"Riferimento doc. giustificativo 2016/00084
Controllato da ICEA - IT BIO 006 - operatore controllato H2701. 
Conforme al Reg. CE 834/07 e CE 889/08

Vs ordine nr 1084/2 del 21/08/2017

Scadenza Riba: 22/09/2017",2,
642,470,"12/17/18 00:00:00",0,513,4,2,"Riferimento doc. giustificativo 2016/00084
Controllato da ICEA -  BIO 006 - operatore controllato H2701. 
Conforme al Reg. CE 834/07 e CE 889/08

SCADENZA RIBA: 17/01/2019",2,
66,282,"10/15/15 00:00:00",0,80,4,1,"Riferimento doc. giustificativo 2015/00491
Controllato da ICEA - IT BIO 006 - operatore controllato H2701. 
Conforme al Reg. CE 834/07 e CE 889/08

BONIFICO BANCARIO 30 GIORNI NETTO DATA FATTURA",,
70,288,"10/23/15 00:00:00",0,49,3,2,"Riferimento doc. giustificativo 2015/00491
Controllato da ICEA - IT BIO 006 - operatore controllato H2701. 
Conforme al Reg. CE 834/07 e CE 889/08

SCADENZA Ri.Ba: 23/11/2015",,
71,289,"10/23/15 00:00:00",0,450,3,2,"Riferimento doc. giustificativo 2015/00491
Controllato da ICEA - IT BIO 006 - operatore controllato H2701. 
Conforme al Reg. CE 834/07 e CE 889/08

Scadenza Ri.Ba: 23/11/2015",,
72,290,"10/27/15 00:00:00",0,62,4,15,"Riferimento doc. giustificativo 2015/00491
Controllato da ICEA - IT BIO 006 - operatore controllato H2701. 
Conforme al Reg. CE 834/07 e CE 889/08",,
73,291,"11/02/15 00:00:00",0,149,4,2,"Riferimento doc. giustificativo 2015/00491
Controllato da ICEA - IT BIO 006 - operatore controllato H2701. 
Conforme al Reg. CE 834/07 e CE 889/08

Scadenza Ri.Ba: 02/12/2015",,
74,292,"11/03/15 00:00:00",0,88,4,15,"Riferimento doc. giustificativo 2015/00491
Controllato da ICEA - IT BIO 006 - operatore controllato H2701. 
Conforme al Reg. CE 834/07 e CE 889/08",,
75,346,"12/10/15 00:00:00",0,66,4,2,"Riferimento doc. giustificativo 2015/00491
Controllato da ICEA - IT BIO 006 - operatore controllato H2701. 
Conforme al Reg. CE 834/07 e CE 889/08

Scadenza Ri.Ba: 11/01/2016",,
76,347,"12/10/15 00:00:00",0,66,4,2,"Riferimento doc. giustificativo 2015/00491
Controllato da ICEA - IT BIO 006 - operatore controllato H2701. 
Conforme al Reg. CE 834/07 e CE 889/08

Scadenza Ri.Ba: 11/01/2016",,
316,272,"07/26/17 00:00:00",0,1,4,2,"Riferimento doc. giustificativo 2016/00084
Controllato da ICEA - IT BIO 006 - operatore controllato H2701. 
Conforme al Reg. CE 834/07 e CE 889/08

ordine nr 975/2 del 18/07/2017

scadenza RIBA: 25/08/2017",2,
324,305,"08/08/17 00:00:00",0,1,4,2,"Riferimento doc. giustificativo 2016/00084
Controllato da ICEA - IT BIO 006 - operatore controllato H2701. 
Conforme al Reg. CE 834/07 e CE 889/08

scadenza RIBA: 07/09/2017",2,
333,315,"08/25/17 00:00:00",0,1,4,2,"Riferimento doc. giustificativo 2016/00084
Controllato da ICEA - IT BIO 006 - operatore controllato H2701. 
Conforme al Reg. CE 834/07 e CE 889/08

Vs ordine nr 1085/2 del 21/08/2017

Scadenza Riba: 25/09/2017",2,
334,316,"08/29/17 00:00:00",0,513,4,2,"Riferimento doc. giustificativo 2016/00084
Controllato da ICEA - IT BIO 006 - operatore controllato H2701. 
Conforme al Reg. CE 834/07 e CE 889/08


Scadenza Riba: 28/09/2017",2,
336,318,"09/01/17 00:00:00",0,1,4,2,"Riferimento doc. giustificativo 2016/00084
Controllato da ICEA - IT BIO 006 - operatore controllato H2701. 
Conforme al Reg. CE 834/07 e CE 889/08


Scadenza Riba: 29/09/2017",2,
338,320,"09/05/17 00:00:00",0,534,,15,"Riferimento doc. giustificativo 2016/00084
Controllato da ICEA - IT BIO 006 - operatore controllato H2701. 
Conforme al Reg. CE 834/07 e CE 889/08

Non Imponibile - Art 41 D.L. 331/93",2,
340,322,"09/07/17 00:00:00",0,66,4,2,"Riferimento doc. giustificativo 2016/00084
Controllato da ICEA - IT BIO 006 - operatore controllato H2701. 
Conforme al Reg. CE 834/07 e CE 889/08

SCADENZA RIBA: 06/10/2017",2,
342,324,"09/08/17 00:00:00",0,1,4,2,"Riferimento doc. giustificativo 2016/00084
Controllato da ICEA - IT BIO 006 - operatore controllato H2701. 
Conforme al Reg. CE 834/07 e CE 889/08

Ordine nr. 1147/2 del 04/09/2017

SCADENZA RIBA: 06/10/2017",2,
452,132,"05/03/18 00:00:00",0,149,4,2,"Riferimento doc. giustificativo 2016/00084
Controllato da ICEA - IT BIO 006 - operatore controllato H2701. 
Conforme al Reg. CE 834/07 e CE 889/08

scadenza riba: 04/06/2018",2,
455,135,"05/04/18 00:00:00",0,1,4,2,"Riferimento doc. giustificativo 2016/00084
Controllato da ICEA - IT BIO 006 - operatore controllato H2701. 
Conforme al Reg. CE 834/07 e CE 889/08

scadenza riba: 01/06/2018",2,
457,151,"05/09/18 00:00:00",0,1,4,2,"SCADENZA RIBA: 07/06/2018",2,
459,154,"05/10/18 00:00:00",0,1,4,2,"Riferimento doc. giustificativo 2016/00084
Controllato da ICEA - IT BIO 006 - operatore controllato H2701. 
Conforme al Reg. CE 834/07 e CE 889/08

scadenza riba: 08/06/2018",2,
460,155,"05/11/18 00:00:00",0,1,4,2,"Riferimento doc. giustificativo 2016/00084
Controllato da ICEA - IT BIO 006 - operatore controllato H2701. 
Conforme al Reg. CE 834/07 e CE 889/08

scadenza riba: 08/06/2018",2,
461,158,"05/14/18 00:00:00",0,1,4,2,"scadenza riba: 11/06/2018",2,
462,160,"05/16/18 00:00:00",0,1,4,2,"scadenza riba: 14/06/2018",2,
463,161,"05/18/18 00:00:00",0,1,4,2,"SCADENZA RIBA: 15/06/2018",2,
317,273,"07/28/17 00:00:00",0,1,4,2,"Riferimento doc. giustificativo 2016/00084
Controllato da ICEA - IT BIO 006 - operatore controllato H2701. 
Conforme al Reg. CE 834/07 e CE 889/08

ordine nr 983/2 del 17/07/2017

scadenza RIBA: 28/08/2017",2,
335,317,"08/29/17 00:00:00",0,1,4,2,"Riferimento doc. giustificativo 2016/00084
Controllato da ICEA - IT BIO 006 - operatore controllato H2701. 
Conforme al Reg. CE 834/07 e CE 889/08


Scadenza Riba: 28/09/2017",2,
337,319,"09/01/17 00:00:00",0,1,4,2,"Riferimento doc. giustificativo 2016/00084
Controllato da ICEA - IT BIO 006 - operatore controllato H2701. 
Conforme al Reg. CE 834/07 e CE 889/08


Scadenza Riba: 02/10/2017",2,
341,323,"09/07/17 00:00:00",0,93,4,2,"Riferimento doc. giustificativo 2016/00084
Controllato da ICEA - IT BIO 006 - operatore controllato H2701. 
Conforme al Reg. CE 834/07 e CE 889/08

SCADENZA RIBA: 06/10/2017",2,
343,325,"09/11/17 00:00:00",0,513,4,2,"Riferimento doc. giustificativo 2016/00084
Controllato da ICEA - IT BIO 006 - operatore controllato H2701. 
Conforme al Reg. CE 834/07 e CE 889/08

SCADENZA RIBA: 11/10/2017",2,
