id_compratore,azienda,indirizzo,cap,citta,stato,fax,telefono,piva,italiano,tipo_pagamento,iva
694,"Ambra Chocolate srl","Corso Bra 105",,"12051 Alba (CN), Italy",,,,"04028630046",1,,
695,"Mazzoleni S.p.A.","Via Stezzano, 87 Edificio A2/3","24126","24126 Bergamo (BG)",,,," 02918700168",1,,
696,"TONIOLO   CASEARIA S.P.A.","VIA MOLINETTO 47","31030","BORSO DEL GRAPPA",,,,"01217950268",1,,
697,"Astorino Casearia Srl","C.da Brego - Zona Industriale","87010","87010 FRASCINETO (CS)",,,,"00892130782",1,,
698,"ADILACTA, Lda.","Zona Industrial s/n","6370-128","6370-128 Fornos de Algodres PORTUGAL",,,,"PT504664581",0,,
699,,,,,,,,,0,,
701,"VEGELAND BV","Münsterstraat 11","7575 ED","7575 ED Oldenzaal, THE NETHERLANDS",,,,"NL817204532B01",0,,
702,"Bebis s.r.o.","Dukelska 1455, Brandys nad Labem","1455","Stara Boleslav, Czech Republic",,,,"CZ17466717",0,,
703,"ARGIOLAS FORMAGGI SRL","S.P. 14 N° 3/5.","09041","09041 DOLIANOVA (CA) , ITALIA",,,,"00100640929",1,,
243,"G&P CENTER SRL","VIA OROBIA, 26","20139","MILANO",,"02 56804318","02 56814412","04415340969",1,,
244,"VITALFOOD","VIA CAVOUR, 10","24066","PEDRENGO (BG)",,"035 663814","035 654911","01515520169",1,,
74,"CONSORZIO LATTERIE VIRGILIO","Viale della Favorita, 19","46100","MANTOVA",,,,"00157100207",1,,
90,"CONSULENZE COMMERCIALI",,,,,,,,1,,
91,"MOSER SRL","STEIN, 17","39025","NATURNO (BZ)",,,,"00213820210",1,,
58,"AMALTEA SRL","Via Giacomo Puccini 14/A","20028","San Vittore Olona (MI)",,"0331 1839745","338 8021360","05767530966",1,,
491,"TIME SRL","ss 126 km 95, zona ind PIP","09036","Guspini , VS",,,"389 0214960","02399320908",1,,
16,"COMAL SRL"," Via Dante Alighieri 470","45030","SALARA (RO)",,"059 677474","059 677390","IT01585540360",1,,
118,"ALINOR SPA","VIA VITTORIO VENETO 1/C","26010","RIPALTA CREMASCA (CR)",,"037383473","0373 259587","00399410190",1,,
117,"FATTORIA LISCHETO","STRADA PROVINCIALE DEL MONTE VOLTERRANO","56048","VOLTERRA (PI)",,"058830403","058830414","01563100500",1,,
173,"MANSOUR GROUP","EL RAS EL SODA",,"ALESSANDRIA D'EGITTO",,"03 5051611","03 5051600",,0,,
432,"Casafadda 1886 Tradizioni A Tavola Srl","Reg. Possilva, 3","07047","Thiesi",,,,"02492520909",1,,
158,"MANTUA GROUP","VIA MARCONI, 24","46032","CASTELBELFORTE (MN)",,"0376258083","037625901","00151920204",1,,
367,"CASEIFICIO VALLEVERDE","VALLEVERDE  Via Molise, 191","86021","Bojano (CB",," 0874773528","0874782205","00150770709",1,,
369,"CASEIFICIO Soc. GARDALATTE S.c.a.","Località Cassetta, 4- S.S.11","25017","Lonato (BS)",,"030 9132795","030 9913664","00553330986",1,,
414,"Greenfields Ireland Limited","123/137 York Street,","BT15 1AB","Belfast, United Kingdom",,"+44 28 9032 6375","+44 (0)28 9024 7448",,0,,
375,"IBERDIGEST s.l.","Ap.de Correos,9","17740","Vilafant, Girona",,"+ 34 972 55 44 95","+ 34 972 55 59 80",,0,,
378,"Biscottificio Scapigliati","Via G.di Vittorio 8","50063"," Figline Valdarno (FI)",,"+39.055 9157533","+39.055 9155471","05857370489",1,,
47,"FORMA TRADING SRL","V. Ponchielli, 6","20063","Cernusco sul Naviglio",,"0292111909"," 02 92111906","08433070961",1,,
49,"MIGLIORA SRL","Viale del lavoro, 69-71 - Fraz. Ponte","36021","Barbarano Vicentino",,,"39 0444795 148","03819640248",1,,
370,"DI.EMME.CI. Dolciaria s.n.c.","via Incerti 1","10069","Villar Perosa (To)",,"0121-315400","0121-515222",,1,,
373,"COOP AGRICOLA Produttori Latte Val d'Orcia","Via Val D'Orcia 15","53040","Contignano (SI)",,"0578 52085","0578 52012"," 00054490529",1,,
281,"Arla Foods GmbH","Wahler Str. 2","40472","Düsseldorf",,"+49 0211/47231-66","0049 021147231-0","DE119369293",0,,
379,"Can illa, s/n, nave A"," apdo. Correos 111","08530","La Garriga (Barcelona)",,,"Tel. 93 871 84 03",,0,,
382,"Cleca S.p.A.","Viale Dante, 30","46010","San Martino dall’Argine (MN)",,,,"00395030208",1,,
390,"CONSULTING TRADING CO.","PIAZZA GRAMSCI, 4 E","42035","CASTELNOVO NE' MONTI (RE)",,"0522 729599","0522 611811",,1,,
343,"CASEIFICIO DELL'ALTA LANGA SRL","Corso Vittorio Emanuele II n.","10121","Torino (TO)",,"+39 0173 85.42.13","+39 0173 85.41.74","07435090019",1,1,
45,"CIRESA SRL","Via V. Emanuele, 62","23815","Introbio (LC) Valsassina",,"39.0341.981.294","39.0341.980.540","00206690133",1,1,
374,"IFB - IMPROVEMENT FOR BUSINESS","Yakut Sitesi No. 44B D:4","34750","Atasehir-Istanbul",,"+90-216-5768112","+90-216-5768111",,0,,
380,"Uelzena eG","Im Neuen Felde 87","29525","Uelzen",,,,,0,,
398,"CERBIATTO DUE SRL","Via di Tor Cervara 266","00155","Roma",,"06 2284410","06 2281615","01524411004",1,,
310,"EDEN GIROLDI (Broker)",,,,,,,,1,,
404,"Italian Dairy Products","Hamriyah Free Zone Phase II","PO BOX 50932","FZC",,"009716 5269042","009716 5269042",,0,,
408,"SAVIOLA S.P.A.","Via Arini, 42","46012","Bozzolo (MN)",,"+39 0375 310319","+39 0375 313411","00460330202",1,,
372,"Boogaard International bv","Postbus 537","5400 AM","Uden- NL",,"+31 413 25 71 56"," +31 413 25 71 12","NL803544601B01",0,,
415,"ANTARES SRL","Via Milano, 99/D","25086","Rezzato     BS",,"030/6577303","030/6857327","03288960986",1,,
4,"CASEIFICIO SEPERTINO SNC","VIA REALE NORD, 2","12030","MARENE (CN)",,"0171742211","0172742575","IT02294590043",1,,
96,"CENTRO LATTE BONIZZI SRL","VIA BERGAMO, 6","26029","SONCINO (CR)",,"037485995","037485521","00833090194",1,,
480,"Ind. Cas. Silvio Belladelli srl","Via Pasubio, 49","37069","Villafranca Di Verona (VR)",,"045 6333884","045 6304786","00222880239",1,,
139,"CASTELLANI SRL","VIA CAVALIERI DI MALTA, 11","34015","MUGGIA (TS)",,"0409236112","040232619","00970110326",1,,
176,"ESKIGEL S.R.L.","V.A. VENZETTI, 11","05100","TERNI",,,,,0,,
124,"PAJE SRL","B.TA GISCHIA VILLA, 3","10094","GIAVENO (TO)",,"0119379507","0119363724",,1,,
201,"CASEIFICIO IL FIORINO","LOC. PAIOLAIO","58100","ROCCALBEGNA (GR)",,"0564 989067","0564 989059","01188980534",1,,
236,"OASI'S COMMERCIALE","VIA MAESTRI DEL LAVORO, 17","30034","GAMBARARE DI MIRA VENEZIA",,"041 5679413","041 5675032","02344530270",1,,
245,"GELSPRESSO","VIA DELL'INDUSTRIA, 5","17038","VILLANOVA D'ALBENGA (SV)",,"0182 1971051","0182 1976139",,1,,
100,"ALBERTI LATTE","LOC. ARIBAGA, 1","18027","PONTEDASSIO (IM)",,"0183279465","01835791","00067680082",1,,
180,"CABRIONI BISCOTTI SRL","via Monte Portola,15","42033","CARPINETI (Reggio Emilia)",,,,"01177530357",1,,
204,"CASEIFICIO PRO-LAT","VIA BRANACCIA 42/A",,"FERRUCCIA ALGLIANA (PT)",,"0574 711468","0574 711468",,1,,
186,"CEREALVIT SRL","VIA GRANDI, 22","20060","TRUCCAZZANO (MI)",,"0295838394","029583798","09139490156",1,,
252,"MULINO ALIMENTARE SPA CON SOCIO UNICO","VIA FORTUNATO RIZZI 9/A","43126","BAGANZOLA (PR)",,"0521 602690","0521 602611","01685240341",1,,
237,"PASTICCERIA EMILIANA","VIA EMILIA EST, 859","41121","MODENA",,"059 270030","059 360320","03349720361",1,,
101,"LATTE TRENTO SCA","VIA MONACO, 5","38121","SPINI DI GARDOLO (TR)",,"0461956132","0461960848","00122380223",1,,
120,"ARRIGONI BATTISTA S.P.A.","VIA MORENGO, 31","24040","PAGAZZANO (BG)",,"0363382088","0363381666",,1,,
188,"CONSORZIO NATURA E ALIMENTA","VIA CIRCONVALLAZIONE, 4","10060","AGLIE' (TO)",,"0121341221","0121341167","08689830019",1,,
150,"G.I. GELATI SRL","VIA W. MANZOTTI 11/F","42122","LOCALITA ROCANDELLA (RE)",,"0522598332","0522348551","02294770355",1,,
207," ZONETTI LUIGI, ENNIO & C. SRL","VIA ROMANA, 7","00017","NEROLA (RO)",,"0774 644742","0774 683021","01707771000",1,,
246,"TOSCHI VIGNOLA SRL","VIA GENOVA, 244","41056","SAVIGNANO SUL PANARO (MO)",,"059 772591","059 768711","02160850364",1,,
253,"TFA SRL TRASFORMAZIONE FORMAGGI ALIMENTARI","PIAZZA GIUSTI, 437/2","51015","MONSUMMANO TERME (PT)",,"0522 245513","0522 247568","02146190356",1,,
268,"FRATELLI ABARIBI SRL","Via Moie, 12",,"Bovezzo (BS)",,"030 2097191","030 2010603","02347590982",1,,
359,"Cognitive Food Ingredients FZE","#709, Shams Al Quraidi Building",,"Abushagara, Sharjah, UAE",,,,,0,,
121,"AZIENDA AGRICOLA CASCINA CORTENUOVA","STRADA RIVOLTANA KM 16","20060","TRUCCAZZANO (MI)",,"0295838495","029583007",,1,,
152,"IPSA SPA","CD.DA RUFIANO, 29","63072","CASTIGNANO (AP)",,"0736821924","0736821921","00354930448",1,,
208,"MARTARELLI FORMAGGI S.R.L.","VIA ALESSANDRO VOLTA, 1/3","60020","CAMERATA PICENA (AN)",,"071 9470019","071 946060","02355820420",1,,
189,"SARCHIO SPA","VIA DEI BARROCCIAI, 42","41012","CARPI (MO)",,"0596550508","059658511","01353270364",1,,
247,"G.M. PICCOLI SRL","VIA G. D'ALZANO, 70","24022","ALZANO LOMBARDO (BG)",,"035511112","0354289610",,1,,
254,"SVILA SRL CON SOCIO UNICO","VIA C.BATTISTI, 55","62039","VISSO (MC)",,"0737 95440","0737 972811","00866911001",1,,
92,"DANIEL S.GATTEGNO & SON S.A.","15th KLISTENHOUS STR. (6th FLOOR)","10552","ATHENS, GREECE",,"0030 2103221858","0030 2103211857","EL 095012070",0,,
108,"CASEIFICIO FIANDINO SRL","VIA TERMINE, 25",,"VILLAFALLETTO (CN)",,"0171930177","0171930014","00164230047",1,,
122,"TOMASONI F.LLI SNC","VIA ROMA, 30","25023","GOTTOLENGO (BR)",,"0309518147","030951007","01846290987",1,,
170,"SOLO ITALIA SRL","VIA FRATELLI CERVI, 41","20010","OSSONA (MI)",,"0290380655","0290380651","10483210158",1,,
128,"PERENZIN LATTERIA SRL","VIA CERVANO, 85","31020","S.PIETRO DI FELETTO (TV)",,"043821355","043821355","02352870261",1,,
210,"F.LLI PINNA INDUSTRIA CASEARIA SPA","VIA F.LLI CHIGHINE, 9","07047","THIESI (SS)",,"079 886724","079 886009","00061150900",1,,
255,"AMBROSI SPA","VIA DEI PONTICELLI, 1","25014","CASTENEDOLO (BS)",,"030 2733121","030 2134811","00842710170",1,,
276,"FUDE + SERRAHN MILCHPRODUKTE GMBH&CO KG","Englishe Planke, 2","20459","Hamburg",,"0049 040 300 88 500","0049 040 300 88 300","DE813279619",0,,
277,"TARGET POLSKA SP Z.O.O. Sp. K","ul. Gwiazdzista 15 A lok 403","01651","Warsaw",,"0048 22 8560 4301","0048 22 560 43 00","PL5130131766",0,,
439,"CENTRALE DEL LATTE D'ITALIA S.p.A","via Filadelfia 220","10137","Torino",,"011.3240300","011.3240215","01934250018",1,,
126,"LATTERIA DI SOLIGO SOC. AGR. COOPERATIVA","VIA 1° SETTEMBRE, 32","31020","SOLIGO (TV)",,"0438980322","0438985111","00178340261",1,,
211,"SARDAFORMAGGI","VIA TRENTO, 10",,"OLBIA",,"0789 23054","0789 21657","00043350909",1,,
130,"VALSOIA SPA","VIA ILIO BARONTINI 16/5","40138","BOLOGNA",,"051248220","0516086800","04176050377",1,,
278,"MONTANARI E GRUZZA SPA","Via Newton, 38","42124","Gaida (RE)",,"0522 944129","0522 944251","00142660356",1,,
419,"Caseificio Defendi Luigi s.r.l.","Via Francesca","24043"," Vidalengo di Caravaggio, Bergamo",,"+39 0363 595998","+39 0363 305076","01627260167",1,,
282,"GRIESSON- DE BEUKELAER GMBH & CO","August-Horch-Str. 23","56751","Polch",,"+49 2654 401","+49 2654 401","DE149246227",0,,
111,"LIDERLAT SRL","A.I. PONTE Z/2","82100","BENEVENTO",,"0824319460","0824319428","00921070629",1,,
129,"STELLA BIANCA SPA SOCIO UNICO","VIA SANTA ROSA, 5","26816","OSSAGO LODIGIANO (LO)",,"037187037","037187781","01633850159",1,,
192,"LA BOSSOLA","V. RACCONIGI, 206",,"CARMAGNOLA (TO)",,,"011 19907295","08761660011",1,,
256,"FAYREFIELD FOODS LTD","ENGLESEA HOUSE, BARTHOMLEY ROAD","CW1 5UF","CREWE (CHESHIRE)",,"+44 (0)1270582269","+44 (0)1270589311","GB 1639747",0,,
633,"SARA MT s.r.o.","Novákova 554/6","03601"," Martin- Slovenská Republika",,,,"SK2121163187",0,,
279,"INDUSTRIE ROLLI ALIMENTARI SPA","Galleria Bassa dei Magnani, 3","43100","Parma (PR)",,"0521 232449","0521 220629",,1,,
285,"CENTRALE DEL LATTE DI BRESCIA SPA","VIA LA MARMORA, 189","25124","BRESCIA",,,,"03341930174",1,,
273,"KERR FRANCE","Rue August Blanqui","59431","Halluin Cedex",,"+33 03 20 28 90 02","+33 03 20 28 90 00",,0,,
196,"COOPERATIVE FORMAGGI E SARDEGNA","CORSO UMBERTO I, 180","08015","MACOMER (NU)",,"0785 72438","0785 72716","01265230910",1,,
216,"FERRUCCIO PODDA SPA","EX SS. 131 KM","09028","SESTU (CA)",,"070 22513","070 22058","00144120920",1,,
302,"NEWLAT SPA","v.John Fitzgerald Kennedy ,16","42124","REGGIO EMILIA, Italy",,,,"00183410653",1,,
284,"RONCADIN SPA","Via Monteli, 3","33092","Meduno (PN)",,"0427 554601","0427 844111","01610130930",1,,
290,,,,,,,,,1,,
291,"CASERA MONACI SRL","Via Clanezzo 2/b","24031","ALMENNO SAN SALVATORE (BG)",,,,"02898140161",1,,
422,"INTERGRANA SRL","via Pietro Nenni n. 20","43012","Fontanellato (Parma)",,"0521 824745","0521 822079","01956010340",1,,2
5,"CERRI SRL","VIA BALOCCO 4","13040","BURONZO (VC)",,"0161.851494","0161851140","IT00037000023",1,1,2
258,"BALOCCO SPA","Via S.Lucia, 51","12045","Fossano (CN)",,"0172 653470","0172 653411","00312060049",1,,
295,"INTERFOOD POLSKA SP.ZO.O.","UL.MADALINSKIEGO 20/1C","02513","WARSZAVA, POLONIA",,,,"5262385104",0,,
286,"EILERS & WHEELER (UK) Ltd","112 Tooley Street","SE1 2TH","London",,"0044 (0)207407 2788","+442079399209",,0,,
266,"BONIFANTI","Via Vigone, 51","10068","Villafranca Piemonte (TO)",,"011 9800549","011 9800718","01819580992",1,,
299,"CASEIFICIO VILLA SRL","VIA ISEO, 52","25030","ERBUSCO (BS)",,,,"IT00595390980",1,,
300,"BIOTEC FERMENTI SRL","VIA VENEZIA, 2","27100","PAVIA (PV)",,,,"01415310182",1,,
301,"BIONDO ARCANGELO","Contrada Paternella","90049","TERRASINI (PA)",,,,"IT04680740828",1,,
311,"D'APICE CONSULTING","Via orazio 49","39100","BOLZANO",,,,"02460790211",1,,
267,"PASTICCERIA SCARPATO","Via Olmetto, 27",,"Villa Bartolomea (VR)",,"0442 637300","0442 637311","01665600233",1,,
410,"Lácteos Martínez SL - Queso Los Cameros","C/ Los nogales, 55","26200","Haro, La Rioja (Spain)",,"+34 941 304 709"," +34 941 310 940",,0,,
401,"LEONTEUS S.R.O.","Venturska 3","81101","Bratislava",,,"+421 917 090 724","SK2022914025",0,,
427,"DIANOCASEARIA SPA"," Via Cavarelli, 5","84038"," Sassano - Sa",,"0975-72571","0975 – 728008","03491390658",1,,
640,"ÓVÁRTEJ ZRT.","9200 Mosonmagyaróvár , Alkotmány utca 15","9200","9200 Mosonmagyaróvár-HUNGARY",,,," HU 11467807",0,,
425,"Dalter Alimentari Spa","via Val d'Enza 134"," 42049","Sant'Ilario d'Enza(RE)",,"+39 0522 673690","+39 0522 901101","00509530358",1,,
430,"Basso Sebastiano s.r.l.","Via Bassanese, 84","31010","Maser TV Italia",,"+39 0423.546195","+39 335.7812088","00786860262",1,,
487,"Giaveri Cheese s.r.l.","via S. M. Davanzo 82","31030","San Bartolomeo di Breda di Piave (TV)",,,"3478226311","04774830261",1,3,
403,"BAULI SPA","Via Verdi, 31","37060","Castel d'Azzano (VR)",,"045 852 1166","045 828 8311"," 01233790235",1,,
411,"GIORDANO SRL","via Raspagna, 80","28047","Oleggio (NO)",,"+39.0321.93.362","+39.0321.91.133",,1,,
110,"TREVISANALAT SPA","VIA ROMA, 111","31023","RESANA (TV)",,"0423480081","0423 480281","07552090966",1,,
533,"IMCD Italia S.p.A."," Centro Leoni– Ed. A Via Giovanni Spadolini 5","20141","20141 Milano",,,,"03525700153",1,,
588,"RISPO FROZEN FOOD s.r.l.","Via Lima, 48","81024","81024 Maddaloni (CE) - Italy",,,,"02641800616",1,,
437,"GIACOMO DI MULO"," Via Etna 9","95020","Aci Bonaccorsi (CT)",,,"095 7900355","04246890877",1,,
1,"ALIVAL SPA","VIA PORRIONE 118/122","51019","PONTE BUGGIANESE (PT)",,"0572932462","0572932411","11412360965",1,,4
441,"CASEIFICIO PALENI","V.SAN LORENZO IN CAVELLAS","24060","CASAZZA (BG)",,,,"02708950163",1,,
431,"Caseificio Seggiano Srl","Via Privata","58038","Seggiano (GR)",,"0564.950319","0564.950034","00991330523",1,,
354,"Fattoria Scaldasole S.r.l.","Via Donizetti, 7","22040","Monguzzo (CO)",,"+39 031 6149710","+39 031 6149739","02872290131",1,1,
18,"AURICCHIO SPA","VIA DANTE, 27","26100","CREMONA (CR)",,"0372 403350","0372 403311","IT01037330196",1,1,
469,"SALCIS  SAS  DI MORBIDI A & C.","Loc.Pian del Casone, str.Prov. Colligiana,33","53035","MONTERIGGIONI (SI),Italy",,,,"00763720521",1,,
149,"A. GANDOLA & C. SPA","STRADA STATALE, 11","25010","PONTE S. MARCO (BS)",,"0309636403","030963128","00548430982",1,,
320,"SM FORMAGGI S.r.l.","Località San Martino","58025","Monterotondo Marittimo (GR)",,,,"01557240536",1,,
2,"VENCHIAREDO SPA","VIA IPPOLITO NIEVO, 31","33079","RAMELUSCELLO DI SESTO AL RAGHENA",," 0434.690936","0434690333","IT01558410930",1,,
471,"VIGA  SRL","via UMBRIA, 30","80017","MELITO DI NAPOLI (NA), ITALY",,,,"05881461213",1,,
472,"BERTONI  SRL","VIA Circonvallazione Ovest, 20","42045","LUZZARA (RE)",,,,"01238960353",1,,
550,"RASPINI SPA","VIA PISCINA, 73","10060","VIOTTO - TO",,,,"IT03737240014",1,,
37,"PADOVANA MACINAZIONE SRL"," Viale dell'Industria 72 int. 1 ZONA INDUSTRIALE","35129","PADOVA",,"0498077674","0497800325","02003430283",1,,
33,"CEPPARO SPA","Via Cavour, 58","33030","FLAIBANO (UD)",,,,"01413970300",1,,
303,"ZUARINA S.p.A.","Via Cascinapiano, 4","43013","Langhirano (PR)",,"+39 (0)521 858208","+39 (0)521 861355","02035420344",1,,
42,"VALSESIA SRL","Strada Provinciale  Torino-Svizzera","13040","Balocco Crocicchio (VC)",,," 0161858167","01886070026",1,,
35,"AT&B SRL","Via Piero Maffei 530","13836","COSSATO",,,,"IT01938240023",1,,
306,"CASEIFICIO CEIRANO ANTONIO DI CEIRANO GUIDO&C.SNC","V.PRINCIPE AMEDEO,14","12030","SCARNAFIGI (CN)",,,,"01867230045",1,,
312,"SANGUEDOLCE SRL","S.ple Andria - Trani, Km 02","76123"," Andria",,,,"05224460724",1,,
360,"SOC.COOP.CONSORZIO CASEIFICIO DI SORANO SOC.AGR.","LOC.LA FRATTA ,54","58010","SORANO (GR)",,,,"01269450530",1,,
63,"CENTRALE DEL LATTE DELLA TOSCANA SPA","Via dell'Olmatello, 20","50127","Firenze",,,"0554597111","06652120483",1,1,
402,"Caseificio Matteassi Onelio srl","Via di Cortona, 66/a","52045","Foiano della Chiana (Arezzo)",,,,"01711580512",1,1,
11,"COOP. AGRICOLA A.R.L. 8 MARZO","LOC. CA VERDE","37015","S.AMBROGIO DI valpolicella(VR)",,,"0458415354","IT00761910231",1,,
107,"CASEIFICIO CEIRANO -  VILLOSIO SRL","VIA PRINCIPE AMEDEO, 14","12030","SCARNAFIGI (CN)",,"0175274039","017574121","03603970041",1,,
330,"Caseificio Sangiovanni","Via Torlino, 40","26020","Palazzo Pignano (CR)",,,"0373 982551","01041580190",1,,
257,"BURRIFICIO LA GOCCIA BIANCA SRL","Via Ponte,  47/D","80051","Agerola",,"08187310","081 8791282","01430421212",1,3,
22,"MANNONI F.LLI FU PAOLO S.A.S. - Industria Casearia","strada statale, 131 bis km. 4,600","07047","THIESI (SS)",,"079 886 777","079 886 006","00071790901",1,,
93,"PROSCIUTTIFICIO VALSERIO SRL","via Vittorio Veneto 1/M","26010","Ripalta Cremasca (CR)",,,,"00341820199",1,,
443,"DOLCIARIA DALBA SNC","via Adriatica,  15","47043","Gatteo a Mare (FC)",,,,"01551970401",1,,
342,"Caseificio San Carlo S.r.l.","Viale Caduti Del Lavoro, 28","25030","Coccaglio (Bs)",,,,"00639580984",1,,
315,"CASEIFICI ZANI F.LLI SRL","Via San Gervasio, 25","25020","Cigole (Bs)",,,,"00552030983",1,,
70,"RAFFAELE MAIELLO - G.C.M. GRUPPO CASEARIO MERIDION","Via E. De Filippo, 12","80048","SANT'ANASTASIA",,,,"06300381214",1,1,2
451,"UNIONPLUS SRL SOCIETA' UNIPERSONALE","via  G.GALILEI, 10","39100","BOLZANO (BZ)",,,,"10014861008",1,,
453,"M.GUARNIER SPA, GUARNIER CATERING SOC.UNIPERSONALE","VIA DEL BOSCON, 422","32100","BL, ITALY",,,,"BL 00062290259",1,,
262,"MELEGATTI SPA","Via Monte Carega, 23","37057","San Giovanni Lupatoto (VR)",,"045 8951445","045 8951444","00344540232",1,,
119,"3A LATTEARBOREA S.COOP. P.A.","STRADA 14 EST BIS","09092","ARBOREA",,"783800642","783804001","00029780954",1,,
399,"ALPICOM s.r.l.","Via delle Rose 49","36061"," Bassano del Grappa(VI)",,"0424 569156","0424 505484","IT03396290284",1,,
492,"TRIGONA DAIRY TRADE","POSTBUS, 139","NL-6940","AA DIDAM, PAESI BASSI",,,,"NL804572057B01",0,,
324,"I BuonaTavola Sini","PIAZZA A. MANCINI 4","00196","ROMA",,,"0761 571052","08532781005",1,,
499,"SALUMIFICIO SOSIO SRL","piazza Santo Stefano, 6","20122","MILANO",,,,"00656770146",1,,
500,"SOCIETA' AGRICOLA GHIARONI SS.DI GIULIO E CLAUDIO","VIA SGHINOLFI,27","40011","ANZOLA EMILIA (BO),ITALY",,,,"02316571203",1,,
198," BUSTI FORMAGGI SPA","VIA GUGLIELMO MARCONI, 13 A/B","56043","ACCIAIOLO FAUGLIA (PI)",,"050 659057","050 650565","01227380506",1,,
504,"DITTA GAMBA EDOARDO DI PIERLUIGI GAMBA S.R.L.","Via Giuseppe Mazzini, 105","24018","Villa d'Almè Bergamo, Italia",,,,"00105020168",1,,
507,"PLAC Produttori Latte Associati Cremona S.C.a.","v. Ostiano, 70","26043","Persico Dosimo (CR), Italy",,,,"00114170194",1,,
263,"GALUP  SRL","Via Fenestrelle, 32","10064","Pinerolo (TO)",,"0121 71334","0121 322227","00479660011",1,,
579,"SC MARGARITA FORMAGGI SRL","Caela 6, Vanatori 55","310161","ARAD- ROMANIA",,,,"RO 30153715",0,,
105,"ARTELATTE SRL","VIA GUART DI LUINCIS, 75/B","33025","FRAZIONE LUINCIS - OVARO (UD)",,"0433471360","043360168","01429320300",1,1,2
17,"L'ANTICA CASCINA SRL","Via Campo dei Fiori, 2","47100","FORLI'",,"0543 796721","0543 722442","IT01321920405",1,,
222,"CAROZZI FORMAGGI SRL","VIA PROVINCIALE 14/B","23818","PASTURO (LC)",,"0341 955297","0341 955173","02614560130",1,1,2
134,"BARENTZ SERVICE SPA","VIA PRIVATA GOITO, 8","20037","PADERNO DUGNANO (MI)",,"0299500092","02 99050404","IT 05 01 5600967",1,,
462,"Centrale Laitière Vallée d’Aoste srl","Fraz. La Cure de Chevrot, 11","11020","Gressan ( AO )",,"+39 0165.25.12.28","+39 0165.18.53.228","01064320078",1,3,
95,"CASEIFICIO PUGLIESE SPA","Via E. Elia, 10","10020","Lauriano",,"0119146496","01112173100","04443400017",1,3,
506,"Coop. Fattoria della Piana Società Agricola","Contrada SOVERETO, snc","89020","CANDIDONI (Reggio Calabria), italy",,,,"01425780804",1,,
97,"CENTRO LATTE BRESSANONE SOC.AGR. COOP- BRIMI","VIA BRENNERO, 2","39040","VARNA (BZ)",,"0472271399","0472271300","00099750218",1,2,
467,"Caseificio Artlatte Srl","Via Giacomo Puccini, 1816","55016","Porcari,  Lucca",,,"0583 211195","01642780462",1,1,
512,"ARIES PASTERIA SRL","V.Margherita Albertini Govone, 22","31020","VIDOR (TV), Italy",,,,"04819570260",1,,
448,"LATTERIA E CASEIFICIO MORO SRL","	Via Postumia, 28/1","31045","Motta di Livenza (Treviso)",,,"0422 768734","00302410261",1,1,2
649,"S.C. LACTITALIA S.R.L.","IZVIN.RECAS-DN6-FN-307343-TIMIS","307343","TIMISOARA, ROMANIA",,,,"RO 16260562",0,,
524,"Bakoma Sp. z o.o.","ul. Połczyńska 97a","01-303","Warszawa",,"0048 46-86-40-540","0048 46-86-14-584","8370000812",0,,
57,"EGIDIO GALBANI SRL","Via Flavio Gioia, 8","20149","MILANO, Italy",,,,"11412360965",1,,
94,"CASTLE DAIRY S.A.","Rue de Rémersdael 105/107","4852","4852 PLOMBIERES - Belgium",,,,"BE 0716.633.228",0,,
595,"QR Ingredients Srl","via Roma, 116 via G. Falcone","20873","Cavenago di Brianza (MB",,,,"06687850963",1,,
601,"RUCHOC B.V.","Koekkoeksedijk 14","4761","4761 PJ ZEVENBERGEN, NETHERLANDS",,,,"NL802621636B01",0,,
604,"Reggiana Gourmet srl","Via G. Ferraris, 3 - Z.I.","42011","42011 Bagnolo in Piano (RE),ITALY",,,,"02592260356",1,,
605,"Milkada sp. z o.o.","ul. Stawki 2A lokal U2/02/02-B","00-193","00-193 Warszawa, Poland",,,,"PL5252625819",0,,
607,"Cheese Production CPG GmbH","Scharmühlwinkel 20","A - 4030","A - 4030 Linz",,,,"ATU73971516",0,,
608,"Natural World S.r.l.","Via R. Jacchia 8, 48022","48022","Lugo -RA- ITALY",,,,"01330360395",1,,
615,"CASEIFICIO TOMASONI SRL","Via Bovon 3","31030","Breda di Piave (TV)",,,,"02430550265",1,,
428,"EUROPOMELLA SPA","Strada ASI,7","03013","FERENTINO, FR- Italy",,,"0775 223982","IT02316000609",1,,
552,"LA TRINACRIA DALLI CARDILLO SPA","Via UNITA' D'ITALIA, 88","92100","AGRIGENTO, SICILY-ITALIE",,,,"02278110842",1,,
554,"CENTROFORM","C/DA VANELLE","94010","AIDONE (EN)- SICILY, Italy",,,,"00473650869",1,,
435,"NEXTY 20 SRL","C.So Vittorio Emanuele, 30","20122","MILANO",,,,"08454820963",1,,
340,"LA GIUNCA' DISTRIBUZIONE SRLs","via Circonvallazione","13025","Fobello (VC)",,,,"03505330120",1,,
567,"Caseificio F.lli Castellan Srl","Via sottotreviso 45","31047","Ponte di Piave (TV)",,,,"02021620261",1,,
409,"Latticini Molisani Tamburro s.r.l."," 	C.da Crocella, 2","86011","Baranello ( CB )",,"0874 460 760"," 	0874 460 077 / 83","00895100709",1,,
